out_idx,time_ns,dac_left,dac_right
177,30105709000,-650369961,-889336807
178,30106302000,-647182410,-885951723
179,30106894000,-643997982,-882537344
180,30107487000,-640778501,-879151622
181,30108080000,-637589048,-875704496
182,30108672000,-634350278,-872187846
183,30109265000,-631145198,-868674766
184,30109858000,-627922903,-865168812
185,30110450000,-624675204,-861619159
186,30111043000,-621376405,-858013694
187,30111636000,-618133654,-854393243
188,30112228000,-614855188,-850742847
189,30112821000,-611584481,-847093969
190,30113414000,-608281331,-843376757
191,30114006000,-604991484,-839643677
192,30114599000,-601675881,-835867339
193,30115191000,-598347489,-832077726
194,30115784000,-595050764,-828318751
195,30116377000,-591742876,-824495077
196,30116969000,-588379378,-820622924
197,30117562000,-585021483,-816756995
198,30118155000,-581678413,-812843325
199,30118747000,-578309861,-808940124
200,30119340000,-574923514,-804952011
201,30119933000,-571573202,-800999658
202,30120525000,-568159305,-796959674
203,30121118000,-564789289,-792960678
204,30121710000,-561386401,-788942509
205,30122303000,-557945145,-784814782
206,30122896000,-554542978,-780723319
207,30123488000,-551148002,-776591467
208,30124081000,-547681010,-772429401
209,30124674000,-544261180,-768283892
210,30125266000,-540768082,-764014172
211,30125859000,-537342163,-759812858
212,30126452000,-533875306,-755570362
213,30127044000,-530411602,-751295724
214,30127637000,-526926771,-746999684
215,30128230000,-523417842,-742705465
216,30128822000,-519920710,-738346726
217,30129415000,-516455392,-733995708
218,30130007000,-512920566,-729586481
219,30130600000,-509407785,-725212992
220,30131193000,-505888139,-720742892
221,30131785000,-502387952,-716322127
222,30132378000,-498851682,-711833713
223,30132971000,-495269769,-707307601
224,30133563000,-491736426,-702799502
225,30134156000,-488160960,-698245356
226,30134749000,-484643747,-693715749
227,30135341000,-481054252,-689117300
228,30135934000,-477468375,-684507430
229,30136526000,-473898418,-679880855
230,30137119000,-470316655,-675227684
231,30137712000,-466712558,-670542407
232,30138304000,-463102202,-665860937
233,30138897000,-459490920,-661168384
234,30139490000,-455862404,-656404262
235,30140082000,-452246744,-651641895
236,30140675000,-448616694,-646869305
237,30141268000,-444984994,-642085140
238,30141860000,-441357754,-637284797
239,30142453000,-437699706,-632459162
240,30143046000,-434043330,-627587331
241,30143638000,-430399084,-622701823
242,30144231000,-426736523,-617817184
243,30144823000,-423068013,-612889751
244,30145416000,-419361787,-607947455
245,30146009000,-415703079,-603017003
246,30146601000,-411990018,-598030737
247,30147194000,-408298595,-593045750
248,30147787000,-404602779,-588045892
249,30148379000,-400914522,-583002742
250,30148972000,-397217370,-577963182
251,30149565000,-393488694,-572915427
252,30150157000,-389760166,-567839635
253,30150750000,-386028568,-562758930
254,30151342000,-382284656,-557621290
255,30151935000,-378543446,-552470966
256,30152528000,-374858499,-547338798
257,30153120000,-371073784,-542178465
258,30153713000,-367309704,-536968543
259,30154306000,-363572085,-531788479
260,30154898000,-359818410,-526565243
261,30155491000,-356046733,-521341796
262,30156084000,-352242238,-516087037
263,30156676000,-348474966,-510819779
264,30157269000,-344690946,-505532177
265,30157862000,-340931909,-500256037
266,30158454000,-337113520,-494928563
267,30159047000,-333311126,-489613684
268,30159639000,-329514500,-484290633
269,30160232000,-325715952,-478911971
270,30160825000,-321919967,-473521182
271,30161417000,-318064433,-468112902
272,30162010000,-314299808,-462750202
273,30162603000,-310454037,-457328317
274,30163195000,-306600189,-451882230
275,30163788000,-302789148,-446446842
276,30164381000,-298957827,-440991597
277,30164973000,-295100784,-435527949
278,30165566000,-291260337,-430028073
279,30166158000,-287403554,-424522312
280,30166751000,-283559784,-418991899
281,30167344000,-279703949,-413481120
282,30167936000,-275836383,-407948866
283,30168529000,-271964851,-402370836
284,30169122000,-268099494,-396805309
285,30169714000,-264211111,-391238392
286,30170307000,-260381152,-385654710
287,30170900000,-256493681,-380086289
288,30171492000,-252596220,-374441700
289,30172085000,-248702193,-368808494
290,30172678000,-244819422,-363156878
291,30173270000,-240913926,-357510244
292,30173863000,-237028349,-351893327
293,30174455000,-233123902,-346204178
294,30175048000,-229195706,-340490558
295,30175641000,-225354295,-334850722
296,30176233000,-221390349,-329105141
297,30176826000,-217491765,-323410956
298,30177419000,-213588169,-317689672
299,30178011000,-209644190,-311957492
300,30178604000,-205728684,-306228955
301,30179197000,-201776776,-300459104
302,30179789000,-197888929,-294704943
303,30180382000,-193983000,-288943508
304,30180974000,-190030296,-283169255
305,30181567000,-186114216,-277395324
306,30182160000,-182158764,-271585146
307,30182752000,-178217950,-265764554
308,30183345000,-174296817,-259978316
309,30183938000,-170327895,-254138319
310,30184530000,-166373793,-248327195
311,30185123000,-162448750,-242506576
312,30185716000,-158478748,-236650949
313,30186308000,-154519005,-230794358
314,30186901000,-150569774,-224911932
315,30187494000,-146591301,-219031750
316,30188086000,-142648026,-213189431
317,30188679000,-138695130,-207302471
318,30189271000,-134722608,-201434114
319,30189864000,-130744254,-195517020
320,30190457000,-126786924,-189622369
321,30191049000,-122813463,-183730623
322,30191642000,-118861330,-177804198
323,30192235000,-114846382,-171878663
324,30192827000,-110894032,-165968443
325,30193420000,-106912966,-160059871
326,30194013000,-102929965,-154105889
327,30194605000,-98947889,-148158334
328,30195198000,-94989629,-142243780
329,30195790000,-91014530,-136302124
330,30196383000,-87029497,-130384179
331,30196976000,-83045467,-124436325
332,30197568000,-79052576,-118440737
333,30198161000,-75085234,-112499974
334,30198754000,-71087199,-106525192
335,30199346000,-67086477,-100568373
336,30199939000,-63094356,-94573593
337,30200532000,-59125871,-88583716
338,30201124000,-55116926,-82642637
339,30201717000,-51093766,-76655548
340,30202310000,-47104387,-70662748
341,30202902000,-43157588,-64668880
342,30203495000,-39132101,-58706506
343,30204087000,-35143170,-52705658
344,30204680000,-31155554,-46740089
345,30205273000,-27152129,-40718283
346,30205865000,-23151197,-34728517
347,30206458000,-19138698,-28749746
348,30207051000,-15182892,-22764841
349,30207643000,-11205480,-16782926
350,30208236000,-7182725,-10767126
351,30208829000,-3192810,-4785601
352,30209421000,805695,1195608
353,30210014000,4799569,7205385
354,30210606000,8800997,13210066
355,30211199000,12804895,19204705
356,30211792000,16787028,25198315
357,30212384000,20816168,31204110
358,30212977000,24773171,37185206
359,30213570000,28807314,43188390
360,30214162000,32761078,49159970
361,30214755000,36774297,55160486
362,30215348000,40769930,61140962
363,30215940000,44777025,67163409
364,30216533000,48769517,73099994
365,30217126000,52742484,79100756
366,30217718000,56743147,85092241
367,30218311000,60742179,91046439
368,30218903000,64746789,97036647
369,30219496000,68706144,102959589
370,30220089000,72690005,108951298
371,30220681000,76702669,114924155
372,30221274000,80644834,120858860
373,30221867000,84679171,126831277
374,30222459000,88633161,132767984
375,30223052000,92589665,138717299
376,30223645000,96602553,144669913
377,30224237000,100572234,150599884
378,30224830000,104587264,156547064
379,30225422000,108547273,162475325
380,30226015000,112511212,168385634
381,30226608000,116517692,174327985
382,30227200000,120474945,180214088
383,30227793000,124426482,186135354
384,30228386000,128401427,192050005
385,30228978000,132369139,197927051
386,30229571000,136328198,203790924
387,30230164000,140304931,209700706
388,30230756000,144265155,215570988
389,30231349000,148250236,221489291
390,30231942000,152194821,227299104
391,30232534000,156135446,233188417
392,30233127000,160083922,239001062
393,30233719000,164030346,244831172
394,30234312000,167984389,250697396
395,30234905000,171950419,256512596
396,30235497000,175876421,262333423
397,30236090000,179820813,268163777
398,30236683000,183750783,273939927
399,30237275000,187671391,279723891
400,30237868000,191648508,285541133
401,30238461000,195567503,291314027
402,30239053000,199511099,297069543
403,30239646000,203394651,302824581
404,30240238000,207338334,308557603
405,30240831000,211251752,314291882
406,30241424000,215185008,320011979
407,30242016000,219118224,325771169
408,30242609000,222988874,331458877
409,30243202000,226888197,337183396
410,30243794000,230802357,342824761
411,30244387000,234737187,348540308
412,30244980000,238624343,354175240
413,30245572000,242497092,359829616
414,30246165000,246413641,365488471
415,30246758000,250281340,371101813
416,30247350000,254193490,376722362
417,30247943000,258063006,382353007
418,30248535000,261937230,387909820
419,30249128000,265831672,393548653
420,30249721000,269707615,399075261
421,30250313000,273551181,404643326
422,30250906000,277403044,410209635
423,30251499000,281264004,415753416
424,30252091000,285125029,421266224
425,30252684000,288958238,426757904
426,30253277000,292839481,432249702
427,30253869000,296687547,437755284
428,30254462000,300481953,443218477
429,30255054000,304323286,448662772
430,30255647000,308182668,454087875
431,30256240000,312015462,459538194
432,30256832000,315821765,464932179
433,30257425000,319653878,470343123
434,30258018000,323465626,475736368
435,30258610000,327278588,481101105
436,30259203000,331077925,486461375
437,30259796000,334879938,491823161
438,30260388000,338688209,497127855
439,30260981000,342433491,502425654
440,30261574000,346231233,507688403
441,30262166000,350016307,512985837
442,30262759000,353795995,518250537
443,30263351000,357575910,523509352
444,30263944000,361359067,528725639
445,30264537000,365104390,533904671
446,30265129000,368853335,539105477
447,30265722000,372613630,544297072
448,30266315000,376371314,549451837
449,30266907000,380095776,554602177
450,30267500000,383811019,559690682
451,30268093000,387531752,564820849
452,30268685000,391265444,569903971
453,30269278000,395011082,574971034
454,30269870000,398760863,580057335
455,30270463000,402438622,585080906
456,30271056000,406075491,590086344
457,30271648000,409819642,595098119
458,30272241000,413492909,600043497
459,30272834000,417195994,605012698
460,30273426000,420856556,609982864
461,30274019000,424534995,614892561
462,30274612000,428219757,619796873
463,30275204000,431883333,624667437
464,30275797000,435530998,629551164
465,30276390000,439198637,634382086
466,30276982000,442845640,639224436
467,30277575000,446457702,644042917
468,30278167000,450103840,648826994
469,30278760000,453748966,653607936
470,30279353000,457338441,658349525
471,30279945000,460959386,663072965
472,30280538000,464562826,667779351
473,30281131000,468190836,672454583
474,30281723000,471760252,677109529
475,30282316000,475358358,681781010
476,30282909000,478957899,686400853
477,30283501000,482494626,690981582
478,30284094000,486053208,695542772
479,30284686000,489622343,700103414
480,30285279000,493201766,704649484
481,30285872000,496740713,709168061
482,30286464000,500284530,713675742
483,30287057000,503788716,718095943
484,30287650000,507341240,722561696
485,30288242000,510853464,726982874
486,30288835000,514373225,731412040
487,30289428000,517856191,735797879
488,30290020000,521409384,740152777
489,30290613000,524876282,744459934
490,30291206000,528312542,748762466
491,30291798000,531784034,753051786
492,30292391000,535316926,757305729
493,30292983000,538743458,761511456
494,30293576000,542175810,765762445
495,30294169000,545648481,769977648
496,30294761000,549074947,774129957
497,30295354000,552520047,778254347
498,30295947000,555934318,782367651
499,30296539000,559350326,786494235
500,30297132000,562776353,790555771
501,30297725000,566159053,794609265
502,30298317000,569555270,798622258
503,30298910000,572949982,802621324
504,30299502000,576307620,806579192
505,30300095000,579689291,810512013
506,30300688000,583032053,814433786
507,30301280000,586404949,818340453
508,30301873000,589750113,822200676
509,30302466000,593074677,826069729
510,30303058000,596372808,829885943
511,30303651000,599696791,833675560
512,30304244000,603018851,837432111
513,30304836000,606329172,841174691
514,30305429000,609632233,844884983
515,30306022000,612928315,848585574
516,30306614000,616189619,852250407
517,30307207000,619458886,855851635
518,30307799000,622717638,859477191
519,30308392000,625960364,863039992
520,30308985000,629251137,866638359
521,30309577000,632491357,870181673
522,30310170000,635674315,873626892
523,30310763000,638865740,877089065
524,30311355000,642134869,880559380
525,30311948000,645285457,883969917
526,30312541000,648507696,887325202
527,30313133000,651649539,890717284
528,30313726000,654827290,894049996
529,30314318000,657996597,897373864
530,30314911000,661172463,900626957
531,30315504000,664331197,903893529
532,30316096000,667454953,907103435
533,30316689000,670572163,910297660
534,30317282000,673706891,913497105
535,30317874000,676769893,916589460
536,30318467000,679901174,919739020
537,30319060000,682982761,922809951
538,30319652000,686056208,925835405
539,30320245000,689111620,928851382
540,30320838000,692179008,931856001
541,30321430000,695251079,934822217
542,30322023000,698283586,937740729
543,30322615000,701319420,940657917
544,30323208000,704338969,943545128
545,30323801000,707334690,946394482
546,30324393000,710318835,949186485
547,30324986000,713325567,951992372
548,30325579000,716335239,954760626
549,30326171000,719303181,957493981
550,30326764000,722255951,960186384
551,30327357000,725207670,962838023
552,30327949000,728154901,965503311
553,30328542000,731110570,968102640
554,30329134000,734006061,970697442
555,30329727000,736934203,973203396
556,30330320000,739824521,975746267
557,30330912000,742745978,978245283
558,30331505000,745599890,980686549
559,30332098000,748479058,983098379
560,30332690000,751324531,985519687
561,30333283000,754179626,987887695
562,30333876000,757024487,990203121
563,30334468000,759835219,992506442
564,30335061000,762691888,994756655
565,30335654000,765476204,997025935
566,30336246000,768279728,999222893
567,30336839000,771052010,1001411576
568,30337431000,773811920,1003545732
569,30338024000,776612267,1005664845
570,30338617000,779366724,1007773840
571,30339209000,782103587,1009806391
572,30339802000,784839501,1011852383
573,30340395000,787567322,1013810551
574,30340987000,790255270,1015757784
575,30341580000,792959476,1017718258
576,30342173000,795641598,1019601471
577,30342765000,798336193,1021492928
578,30343358000,800978281,1023295920
579,30343950000,803668308,1025109281
580,30344543000,806311545,1026888744
581,30345136000,808908181,1028612562
582,30345728000,811532034,1030316897
583,30346321000,814189443,1031986448
584,30346914000,816770423,1033628898
585,30347506000,819374514,1035260277
586,30348099000,821931193,1036838728
587,30348692000,824498990,1038390327
588,30349284000,827046374,1039862482
589,30349877000,829602061,1041356848
590,30350470000,832121211,1042785230
591,30351062000,834653309,1044214050
592,30351655000,837161169,1045581126
593,30352247000,839657631,1046950855
594,30352840000,842153447,1048250193
595,30353433000,844640856,1049573039
596,30354025000,847096313,1050796430
597,30354618000,849542040,1051990321
598,30355211000,851981070,1053196220
599,30355803000,854385125,1054305932
600,30356396000,856829826,1055463476
601,30356989000,859195960,1056524082
602,30357581000,861613876,1057604802
603,30358174000,863989831,1058616376
604,30358766000,866333491,1059597469
605,30359359000,868693465,1060549629
606,30359952000,871053599,1061496513
607,30360544000,873399378,1062370168
608,30361137000,875719667,1063238332
609,30361730000,877978214,1064038150
610,30362322000,880310581,1064842040
611,30362915000,882592627,1065573743
612,30363508000,884874515,1066305063
613,30364100000,887081067,1066969661
614,30364693000,889353098,1067681767
615,30365286000,891592032,1068264388
616,30365878000,893808281,1068854975
617,30366471000,896014218,1069438435
618,30367063000,898209552,1069940598
619,30367656000,900398220,1070410651
620,30368249000,902551965,1070865177
621,30368841000,904732176,1071306576
622,30369434000,906873583,1071705058
623,30370027000,909011400,1072058008
624,30370619000,911106351,1072364487
625,30371212000,913246308,1072692401
626,30371805000,915341383,1072903644
627,30372397000,917415403,1073142148
628,30372990000,919488849,1073330739
629,30373582000,921542241,1073495284
630,30374175000,923568898,1073584071
631,30374768000,925620221,1073696753
632,30375360000,927635234,1073738535
633,30375953000,929673190,1073759265
634,30376546000,931642213,1073741969
635,30377138000,933635522,1073713499
636,30377731000,935591937,1073624773
637,30378324000,937534945,1073518956
638,30378916000,939495176,1073372602
639,30379509000,941417108,1073193841
640,30380102000,943341731,1072994702
641,30380694000,945242410,1072731143
642,30381287000,947151211,1072454344
643,30381879000,948982607,1072134296
644,30382472000,950864360,1071792434
645,30383065000,952739798,1071427486
646,30383657000,954559308,1070997690
647,30384250000,956365860,1070544930
648,30384843000,958187099,1070066292
649,30385435000,959973880,1069564229
650,30386028000,961773775,1069010052
651,30386621000,963520082,1068394359
652,30387213000,965282483,1067810282
653,30387806000,967052922,1067165446
654,30388398000,968756492,1066493011
655,30388991000,970494374,1065777939
656,30389584000,972198075,1065042302
657,30390176000,973870935,1064256396
658,30390769000,975567708,1063432430
659,30391362000,977243260,1062609851
660,30391954000,978867546,1061695934
661,30392547000,980504205,1060801040
662,30393140000,982111347,1059840071
663,30393732000,983724444,1058883270
664,30394325000,985300554,1057878597
665,30394918000,986914341,1056827989
666,30395510000,988469848,1055702803
667,30396103000,990056554,1054635315
668,30396695000,991595380,1053479409
669,30397288000,993085170,1052305968
670,30397881000,994602154,1051063211
671,30398473000,996118775,1049852764
672,30399066000,997614941,1048566264
673,30399659000,999086843,1047277631
674,30400251000,1000542440,1045929673
675,30400844000,1001984044,1044569589
676,30401437000,1003414933,1043167738
677,30402029000,1004850275,1041685242
678,30402622000,1006203521,1040248302
679,30403214000,1007643134,1038722375
680,30403807000,1008981273,1037207068
681,30404400000,1010326334,1035609962
682,30404992000,1011666348,1034029170
683,30405585000,1013006451,1032395272
684,30406178000,1014364136,1030722794
685,30406770000,1015634087,1029019188
686,30407363000,1016929367,1027288141
687,30407956000,1018217769,1025552298
688,30408548000,1019474535,1023764508
689,30409141000,1020687191,1021904587
690,30409734000,1021958362,1020095412
691,30410326000,1023157796,1018170347
692,30410919000,1024355317,1016250514
693,30411511000,1025572662,1014322280
694,30412104000,1026738178,1012343299
695,30412697000,1027896458,1010301181
696,30413289000,1029062081,1008297978
697,30413882000,1030188288,1006203949
698,30414475000,1031298652,1004102262
699,30415067000,1032414266,1001950120
700,30415660000,1033501888,999780556
701,30416253000,1034593865,997590688
702,30416845000,1035674795,995347870
703,30417438000,1036676377,993065644
704,30418030000,1037719896,990762870
705,30418623000,1038737012,988457888
706,30419216000,1039779861,986097196
707,30419808000,1040764010,983728647
708,30420401000,1041718587,981277734
709,30420994000,1042690847,978833069
710,30421586000,1043649956,976358214
711,30422179000,1044552485,973826919
712,30422772000,1045481254,971306314
713,30423364000,1046389315,968763695
714,30423957000,1047257733,966132612
715,30424550000,1048156303,963501705
716,30425142000,1049018037,960846901
717,30425735000,1049857123,958119510
718,30426327000,1050695674,955421126
719,30426920000,1051517421,952677370
720,30427513000,1052284991,949859791
721,30428105000,1053090665,947093316
722,30428698000,1053890299,944250371
723,30429291000,1054603581,941375934
724,30429883000,1055361100,938450387
725,30430476000,1056085455,935571018
726,30431069000,1056827980,932568091
727,30431661000,1057511830,929617249
728,30432254000,1058201934,926589539
729,30432846000,1058875803,923569665
730,30433439000,1059528125,920459455
731,30434032000,1060146320,917366317
732,30434624000,1060787607,914231460
733,30435217000,1061390264,911071095
734,30435810000,1061975674,907905873
735,30436402000,1062559448,904676774
736,30436995000,1063143898,901435268
737,30437588000,1063701334,898161620
738,30438180000,1064244697,894900810
739,30438773000,1064758941,891558372
740,30439366000,1065271252,888174205
741,30439958000,1065749389,884809550
742,30440551000,1066241602,881374086
743,30441143000,1066721295,877968982
744,30441736000,1067150327,874504030
745,30442329000,1067608922,870987715
746,30442921000,1068026994,867477049
747,30443514000,1068429103,863925595
748,30444107000,1068812462,860361162
749,30444699000,1069197323,856765648
750,30445292000,1069561383,853106828
751,30445885000,1069895075,849497476
752,30446477000,1070226697,845792680
753,30447070000,1070552587,842055278
754,30447662000,1070835630,838382501
755,30448255000,1071120424,834592082
756,30448848000,1071401955,830818360
757,30449440000,1071682684,826996275
758,30450033000,1071904187,823142813
759,30450626000,1072129739,819320492
760,30451218000,1072329643,815384269
761,30451811000,1072579299,811528494
762,30452404000,1072709516,807549984
763,30452996000,1072889354,803603052
764,30453589000,1073028937,799615499
765,30454182000,1073183301,795585470
766,30454774000,1073298091,791521157
767,30455367000,1073429316,787476816
768,30455959000,1073509926,783398745
769,30456552000,1073566215,779272269
770,30457145000,1073680462,775180938
771,30457737000,1073715792,770997389
772,30458330000,1073717755,766794111
773,30458923000,1073741779,762605791
774,30459515000,1073731894,758347779
775,30460108000,1073729077,754109004
776,30460701000,1073717922,749836148
777,30461293000,1073679317,745528710
778,30461886000,1073624516,741225981
779,30462478000,1073560821,736835139
780,30463071000,1073459629,732496310
781,30463664000,1073371648,728090841
782,30464256000,1073237616,723678855
783,30464849000,1073122029,719225146
784,30465442000,1072974305,714758873
785,30466034000,1072811316,710271715
786,30466627000,1072672118,705773109
787,30467220000,1072458112,701243269
788,30467812000,1072249329,696702060
789,30468405000,1072046093,692118934
790,30468998000,1071801360,687529874
791,30469590000,1071556682,682889779
792,30470183000,1071269753,678252417
793,30470775000,1070993719,673598707
794,30471368000,1070702991,668953260
795,30471961000,1070428244,664229077
796,30472553000,1070079920,659520064
797,30473146000,1069753483,654766697
798,30473739000,1069397602,650013457
799,30474331000,1069036739,645245450
800,30474924000,1068640116,640401266
801,30475517000,1068257431,635599442
802,30476109000,1067809682,630758287
803,30476702000,1067437173,625934869
804,30477294000,1066949375,620996537
805,30477887000,1066497630,616102197
806,30478480000,1066059710,611216597
807,30479072000,1065545259,606255824
808,30479665000,1065072914,601292717
809,30480258000,1064549968,596317185
810,30480850000,1064026386,591335044
811,30481443000,1063476373,586347074
812,30482036000,1062917758,581312686
813,30482628000,1062335890,576229106
814,30483221000,1061758785,571186437
815,30483814000,1061128265,566054838
816,30484406000,1060544339,560998812
817,30484999000,1059881099,555867549
818,30485591000,1059246240,550732885
819,30486184000,1058569341,545562366
820,30486777000,1057918213,540379484
821,30487369000,1057213437,535212039
822,30487962000,1056479466,529987724
823,30488555000,1055772799,524772711
824,30489147000,1055055932,519544160
825,30489740000,1054315779,514267001
826,30490333000,1053545913,509020175
827,30490925000,1052750319,503692024
828,30491518000,1051976827,498415847
829,30492110000,1051160395,493100400
830,30492703000,1050350620,487730590
831,30493296000,1049479779,482419725
832,30493888000,1048644934,477032444
833,30494481000,1047783772,471691551
834,30495074000,1046893244,466272619
835,30495666000,1046008854,460874269
836,30496259000,1045098145,455470668
837,30496852000,1044195313,449997148
838,30497444000,1043217692,444548454
839,30498037000,1042277121,439086531
840,30498630000,1041305393,433612167
841,30499222000,1040337366,428134007
842,30499815000,1039293276,422624552
843,30500407000,1038316463,417100330
844,30501000000,1037296678,411544876
845,30501593000,1036230717,406029745
846,30502185000,1035215315,400503186
847,30502778000,1034121670,394919673
848,30503371000,1033047736,389315975
849,30503963000,1031938975,383746472
