dc_fs,peak_bin,peak_f_norm,peak_dbfs,noise_dbfs,saturated
0.268,20,0.00015751008064516129,-209.39546701800086,-206.7406068743944,False
0.269,10,7.875504032258064e-05,-212.71404301179751,-208.7239654843721,False
0.27,11,8.663054435483871e-05,-210.60434283026,-206.68068676258346,False
0.271,18,0.00014175907258064517,-210.18594784674235,-204.5674211236347,False
0.272,14,0.0001102570564516129,-212.74885796486694,-207.18684347309272,False
0.273,19,0.00014963457661290323,-212.35010145812905,-210.34855154684212,False
0.274,18,0.00014175907258064517,-210.9697450549064,-206.53025860521947,False
0.275,17,0.00013388356854838709,-213.87966963519827,-206.40061264374808,False
0.276,18,0.00014175907258064517,-209.97333931856556,-207.68479664594338,False
0.277,20,0.00015751008064516129,-208.38184682124793,-204.68271169898145,False
0.278,22,0.00017326108870967743,-210.62103963723655,-207.66263434665427,False
0.279,19,0.00014963457661290323,-205.681483630576,-210.31024701664552,False
0.28,22,0.00017326108870967743,-210.1135762470382,-209.17240872135082,False
0.281,21,0.00016538558467741934,-211.63620405461816,-206.92659814090916,False
0.28200000000000003,19,0.00014963457661290323,-210.21054937395544,-205.94699590661202,False
0.28300000000000003,14,0.0001102570564516129,-211.8036648225761,-207.09877194347808,False
0.28400000000000003,17,0.00013388356854838709,-212.97186597701346,-208.63139781893977,False
0.28500000000000003,22,0.00017326108870967743,-211.8424677601304,-204.57399634313444,False
0.28600000000000003,15,0.00011813256048387097,-210.35031866980066,-206.01988959464293,False
0.28700000000000003,12,9.450604838709677e-05,-212.41560854786235,-206.2101763457397,False
0.28800000000000003,21,0.00016538558467741934,-211.87140849197647,-208.50729936989347,False
0.289,16,0.00012600806451612903,-206.70993884119483,-206.5116619969118,False
0.29,21,0.00016538558467741934,-211.10922094838654,-206.34141158301233,False
0.291,17,0.00013388356854838709,-213.13102107751524,-209.44059649507307,False
0.292,10,7.875504032258064e-05,-210.55850518853055,-206.41760656995558,False
0.293,10,7.875504032258064e-05,-209.59815610147953,-206.59078116732275,False
0.294,12,9.450604838709677e-05,-211.87052920992687,-206.73534336475,False
0.295,16,0.00012600806451612903,-212.95804945807316,-209.17436744263713,False
0.296,5,3.937752016129032e-05,-214.29315102373403,-208.52174364611705,False
0.297,16,0.00012600806451612903,-208.92330889827394,-205.71608070849993,False
0.298,22,0.00017326108870967743,-204.91029365932485,-203.56332877025778,False
0.299,11,8.663054435483871e-05,-213.4510425064297,-206.94632088136336,False
0.3,21,0.00016538558467741934,-211.85933208413232,-208.45445535291827,False
