dc_fs,peak_bin,peak_f_norm,peak_dbfs,noise_dbfs,saturated
0.115,1,7.875504032258064e-06,-30.82990038840862,-151.1338677406027,False
0.116,1,7.875504032258064e-06,-30.754866884436353,-151.0587158294192,False
0.117,1,7.875504032258064e-06,-30.67725603597858,-150.98129943335707,False
0.11800000000000001,1,7.875504032258064e-06,-30.60352410807948,-150.9104619360738,False
0.11900000000000001,1,7.875504032258064e-06,-30.530412802394867,-150.83562142730264,False
0.12,1,7.875504032258064e-06,-30.457911759560613,-150.7626100144559,False
0.121,1,7.875504032258064e-06,-30.38601087681316,-150.69080576661685,False
0.122,1,7.875504032258064e-06,-30.314700299935737,-150.6196263081355,False
0.123,1,7.875504032258064e-06,-30.24397041277808,-150.54852603277763,False
0.124,1,7.875504032258064e-06,-30.17381183530505,-150.47909679510434,False
0.125,1,7.875504032258064e-06,-30.104215413691225,-150.40817296920454,False
0.126,1,7.875504032258064e-06,-30.03517220924364,-150.33940695663293,False
0.127,1,7.875504032258064e-06,-29.966673495069095,-150.2707104213246,False
0.128,1,7.875504032258064e-06,-29.898710753005467,-150.20407054680646,False
0.129,1,7.875504032258064e-06,-29.831275659518028,-150.13552208034898,False
0.13,1,7.875504032258064e-06,-29.764360084528466,-150.06995239617916,False
0.131,1,7.875504032258064e-06,-29.697956084049775,-150.00253023042313,False
0.132,1,7.875504032258064e-06,-29.632055896672,-149.9352109003939,False
0.133,1,7.875504032258064e-06,-29.566651931991984,-149.8734902088428,False
0.134,1,7.875504032258064e-06,-29.498925354389378,-149.80362413487023,False
0.135,1,7.875504032258064e-06,-29.434512529682305,-149.73840950378138,False
0.136,1,7.875504032258064e-06,-29.370573862482978,-149.6776557117161,False
0.137,1,7.875504032258064e-06,-29.3071024249671,-149.611707630077,False
0.138,1,7.875504032258064e-06,-29.24409143650547,-149.55099007476517,False
0.139,1,7.875504032258064e-06,-29.181534266480465,-149.48692373318377,False
0.14,1,7.875504032258064e-06,-29.119424422218422,-149.42296412809353,False
0.14100000000000001,1,7.875504032258064e-06,-29.057755552316213,-149.36481161715346,False
0.14200000000000002,1,7.875504032258064e-06,-28.99652144111547,-149.30181075489747,False
0.14300000000000002,1,7.875504032258064e-06,-28.93571600001612,-149.24129202602117,False
0.14400000000000002,1,7.875504032258064e-06,-28.875333268520485,-149.1816050456433,False
0.145,1,7.875504032258064e-06,-28.81536741144086,-149.12118857355932,False
0.146,1,7.875504032258064e-06,-28.755812710059928,-149.06084240154908,False
0.147,1,7.875504032258064e-06,-28.69666356582315,-149.00132327401136,False
0.148,1,7.875504032258064e-06,-28.637914493345725,-148.9426088277939,False
0.149,1,7.875504032258064e-06,-28.57956011560149,-148.88467759470223,False
0.15,1,7.875504032258064e-06,-28.521595163282836,-148.82822792545704,False
0.151,1,7.875504032258064e-06,-28.46151960757457,-148.763284150396,False
0.152,1,7.875504032258064e-06,-28.4043344967057,-148.70977985781437,False
0.153,1,7.875504032258064e-06,-28.347523413803955,-148.65347198135484,False
0.154,1,7.875504032258064e-06,-28.291081497167553,-148.5944767202912,False
0.155,1,7.875504032258064e-06,-28.235003978923125,-148.5389620945282,False
0.156,1,7.875504032258064e-06,-28.179286186627266,-148.48481246200916,False
0.157,1,7.875504032258064e-06,-28.123923532387522,-148.42804976119947,False
0.158,1,7.875504032258064e-06,-28.068911518469402,-148.37460948979216,False
0.159,1,7.875504032258064e-06,-28.014245729634965,-148.31670270098323,False
0.16,1,7.875504032258064e-06,-27.95992183886311,-148.2652386315182,False
0.161,1,7.875504032258064e-06,-27.90593559251051,-148.21125712218566,False
0.162,1,7.875504032258064e-06,-27.852282820389973,-148.1560901648979,False
0.163,1,7.875504032258064e-06,-27.798959428304165,-148.10344034409906,False
0.164,1,7.875504032258064e-06,-27.745961396302366,-148.05142116306544,False
0.165,1,7.875504032258064e-06,-27.693284777267884,-148.0000176928286,False
0.166,1,7.875504032258064e-06,-27.640925698694197,-147.94569326957435,False
0.167,1,7.875504032258064e-06,-27.586624570452564,-147.89203998568732,False
0.168,1,7.875504032258064e-06,-27.534902615097447,-147.84018675180272,False
0.169,1,7.875504032258064e-06,-27.483486827034824,-147.78668190559986,False
0.17,1,7.875504032258064e-06,-27.432373602752413,-147.7377420445051,False
0.171,1,7.875504032258064e-06,-27.381559401532964,-147.68768834232435,False
0.17200000000000001,1,7.875504032258064e-06,-27.359060647763936,-64.24354598888061,True
0.17300000000000001,1,7.875504032258064e-06,-27.280814217120835,-147.58657702504516,False
0.17400000000000002,1,7.875504032258064e-06,-27.230876456445312,-147.53502173893958,False
0.17500000000000002,1,7.875504032258064e-06,-27.181224161837484,-147.48565448144146,False
0.176,1,7.875504032258064e-06,-27.131854090009266,-147.43632019709906,False
0.177,1,7.875504032258064e-06,-27.082763048465914,-147.38857223485857,False
0.178,1,7.875504032258064e-06,-27.033947901392423,-147.3382811621586,False
0.179,1,7.875504032258064e-06,-26.98540556572222,-147.2915932945141,False
0.18,1,7.875504032258064e-06,-26.9371330087907,-147.24340478548217,False
0.181,1,7.875504032258064e-06,-26.88912724843746,-147.19377059016665,False
0.182,1,7.875504032258064e-06,-26.841385352488103,-147.1466495692885,False
0.183,1,7.875504032258064e-06,-26.793904435104672,-147.10100039433604,False
0.184,1,7.875504032258064e-06,-26.744634307944356,-147.04913798672897,False
0.185,1,7.875504032258064e-06,-26.6976779206254,-147.00260768569592,False
0.186,1,7.875504032258064e-06,-26.650974018499248,-146.95470189319767,False
0.187,1,7.875504032258064e-06,-26.6236647272828,-65.58165107773482,True
0.188,1,7.875504032258064e-06,-26.558312906626455,-146.86227565920834,False
0.189,1,7.875504032258064e-06,-26.51235042510686,-146.8176949187104,False
0.19,1,7.875504032258064e-06,-26.46662987915213,-146.76998460876788,False
0.191,1,7.875504032258064e-06,-26.421148737100616,-146.72545032990223,False
0.192,1,7.875504032258064e-06,-26.375904504103836,-146.67961407520397,False
0.193,1,7.875504032258064e-06,-26.330894723470358,-146.6368604810837,False
0.194,1,7.875504032258064e-06,-26.28611697965209,-146.5928043726462,False
0.195,1,7.875504032258064e-06,-26.24156889201645,-146.54663877647312,False
0.196,1,7.875504032258064e-06,-26.197248116372243,-146.50264207629544,False
0.197,1,7.875504032258064e-06,-26.153152345213574,-146.45742010575833,False
0.198,1,7.875504032258064e-06,-26.10927930548048,-146.41513854896954,False
0.199,1,7.875504032258064e-06,-26.065626758544205,-146.37081402507303,False
0.2,1,7.875504032258064e-06,-26.01777274264604,-75.94594491682913,True
0.201,1,7.875504032258064e-06,-25.97710017379688,-146.28269913923378,False
0.202,1,7.875504032258064e-06,-25.93055980293994,-72.53279514896721,True
0.203,1,7.875504032258064e-06,-25.89132212059498,-146.19633654054152,False
0.20400000000000001,1,7.875504032258064e-06,-25.847943663383543,-85.49963489604819,True
0.20500000000000002,1,7.875504032258064e-06,-25.806382896964728,-146.11242730420543,False
0.20600000000000002,1,7.875504032258064e-06,-25.76422275118313,-146.0687869449872,False
0.20700000000000002,1,7.875504032258064e-06,-25.72226625567651,-146.02633506047718,False
0.20800000000000002,1,7.875504032258064e-06,-25.6805114543462,-145.98429412546463,False
0.209,1,7.875504032258064e-06,-25.638956416399658,-145.94339630331606,False
0.21,1,7.875504032258064e-06,-25.597599241163497,-145.90214685653683,False
0.211,1,7.875504032258064e-06,-25.55643805073348,-145.8627382479959,False
0.212,1,7.875504032258064e-06,-25.515470997945037,-145.820805043993,False
0.213,1,7.875504032258064e-06,-25.474696260190246,-145.78069840838847,False
0.214,1,7.875504032258064e-06,-25.434112039902594,-145.73742820414824,False
0.215,1,7.875504032258064e-06,-25.393716564974312,-145.6987802725272,False
0.216,1,7.875504032258064e-06,-25.35350808792228,-145.65839344957166,False
0.217,1,7.875504032258064e-06,-25.311748922589892,-145.61631901043705,False
0.218,1,7.875504032258064e-06,-25.27191723839579,-145.57600821299428,False
0.219,1,7.875504032258064e-06,-25.232267380324824,-145.5380901501918,False
0.22,1,7.875504032258064e-06,-25.192797696574463,-145.49782770342745,False
0.221,1,7.875504032258064e-06,-25.153506556871772,-145.45859697745553,False
0.222,1,7.875504032258064e-06,-25.1143923521292,-145.41906147621535,False
0.223,1,7.875504032258064e-06,-25.075453496885245,-145.3792326420074,False
0.224,1,7.875504032258064e-06,-25.03668842635016,-145.3423427913115,False
0.225,1,7.875504032258064e-06,-24.99809559458064,-145.30448575255812,False
0.226,1,7.875504032258064e-06,-24.95967347971535,-145.263790217827,False
0.227,1,7.875504032258064e-06,-24.921420576889922,-145.22660886262096,False
0.228,1,7.875504032258064e-06,-24.883335402164192,-145.18849891024695,False
0.229,1,7.875504032258064e-06,-24.845416492126763,-145.15072047110522,False
0.23,1,7.875504032258064e-06,-24.807662400353987,-145.11204532349544,False
0.231,1,7.875504032258064e-06,-24.770071700896544,-145.07492331033313,False
0.232,1,7.875504032258064e-06,-24.732642985617428,-145.0393177827085,False
0.233,1,7.875504032258064e-06,-24.69537486304171,-145.00221371537913,False
0.234,1,7.875504032258064e-06,-24.656656123212727,-144.96247058439303,False
0.23500000000000001,1,7.875504032258064e-06,-24.619711922694666,-144.92484364421892,False
0.23600000000000002,1,7.875504032258064e-06,-24.582924194414353,-144.88812031640666,False
0.23700000000000002,1,7.875504032258064e-06,-24.5462916178477,-144.8494031013137,False
0.23800000000000002,1,7.875504032258064e-06,-24.509812889276617,-144.81502151402302,False
0.23900000000000002,1,7.875504032258064e-06,-24.473486722872053,-144.7786453730212,False
0.24,1,7.875504032258064e-06,-24.43731184636619,-144.7408877481996,False
0.241,1,7.875504032258064e-06,-24.400716600325477,-69.40035078930212,True
0.242,1,7.875504032258064e-06,-24.3654109640384,-144.67131008543546,False
0.243,1,7.875504032258064e-06,-24.32968249413042,-144.6355654818525,False
0.244,1,7.875504032258064e-06,-24.294100386101842,-144.60065591578766,False
0.245,1,7.875504032258064e-06,-24.25866344875427,-144.563330757035,False
0.246,1,7.875504032258064e-06,-24.22337049964423,-144.52846040563009,False
0.247,1,7.875504032258064e-06,-24.18822037431912,-144.49280777596334,False
0.248,1,7.875504032258064e-06,-24.15321192295736,-144.45849688182471,False
